/problem             ,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/sat_solving_mils/5,/execution_time/sat_solving_mils/6,/execution_time/sat_solving_mils/7
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                                                                                                  ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,469.0                                    ,31.0                              ,47.0                              ,2.0                          ,1.0                     ,1.0                           ,31.0                              ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED]"                                                                                                                                                                                                                                             ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,438.0                                    ,31.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED]"                                                                                                                                                                                                                                                    ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,593.0                                    ,31.0                              ,47.0                              ,1.0                          ,0.0                     ,3.0                           ,141.0                             ,422.0                             ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                                                                                                          ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,31.0                              ,46.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                                                                                                          ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,313.0                                    ,32.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED]"                                                                                                                                                                                                                                             ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,16828.0         ,8777.0            ,1187.0                              ,188.0                                    ,94.0                              ,78.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,797.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,4.0                           ,125.0                             ,1656.0                            ,44278.0                           ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED]"                                                                                                                                                           ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,874.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,3.0                           ,391.0                             ,500.0                             ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,1500.0                                   ,93.0                              ,47.0                              ,2.0                          ,0.0                     ,2.0                           ,78.0                              ,47.0                              ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED]"                                                                                                                                                           ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,453.0                                    ,31.0                              ,46.0                              ,2.0                          ,0.0                     ,2.0                           ,78.0                              ,62.0                              ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED]"                                                                                                                                                                ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,610.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,4.0                           ,140.0                             ,1453.0                            ,55902.0                           ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:24, Agent:truck0,Action:Unload~hoist6~crate1~truck0~distributor2=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED]"                                                                                                                                                                ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,641.0                                    ,31.0                              ,79.0                              ,2.0                          ,0.0                     ,2.0                           ,47.0                              ,47.0                              ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                             ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,1281.0                                   ,31.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,500.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                                   ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                              ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                                   ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,296.0                                    ,110.0                             ,78.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                              ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,313.0                                    ,32.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,187.0                                    ,31.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,406.0                                    ,32.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                 ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,31.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                           ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,703.0                                    ,109.0                             ,125.0                             ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,390.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,391.0                                    ,31.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                 ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,422.0                                    ,32.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                           ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,32.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:02, Agent:truck0,Action:Drive~truck0~depot0~distributor1=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED]"                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,203.0                                    ,15.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                           ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,390.0                                    ,32.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:28, Agent:truck0,Action:Unload~hoist5~crate4~truck0~distributor1=FAILED]"                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,406.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                             ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,1469.0                                   ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,391.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                                   ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,312.0                                    ,31.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:11, Agent:truck0,Action:Drive~truck0~distributor1~depot1=FAILED]"                                                                                                                                                                              ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,328.0                                    ,32.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,375.0                                    ,47.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,375.0                                    ,31.0                              ,47.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:35, Agent:distributor2,Action:DropC~hoist6~crate3~crate1~distributor2=FAILED, Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:20, Agent:truck0,Action:Drive~truck0~depot0~distributor2=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                 ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,16828.0         ,8777.0            ,1187.0                              ,374.0                                    ,32.0                              ,32.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"deports19.problem"  ,36.0                            ,44.0                              ,7.0                              ,"[Index:31, Agent:distributor1,Action:DropC~hoist5~crate7~crate4~distributor1=FAILED, Index:33, Agent:truck0,Action:Drive~truck0~distributor1~distributor2=FAILED, Index:26, Agent:truck0,Action:Load~hoist0~crate5~truck0~depot0=FAILED, Index:18, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:22, Agent:truck0,Action:Unload~hoist6~crate0~truck0~distributor2=FAILED]"                                                                                         ,5.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,5.0                                        ,16828.0         ,8777.0            ,1187.0                              ,812.0                                    ,109.0                             ,109.0                             ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
